,0
0,0.0620035191134265
1,0.05235802783135157
2,0.04003799075334724
3,0.05248094540863146
4,0.05584138699346752
5,0.04797114200721975
6,0.07292654609233518
7,0.06941515132683329
8,0.047421153429717755
9,0.062286392369367505
10,-0.0038848418290122755
11,0.03732419217392913
12,0.04156033640971768
13,0.053085967468003536
14,0.06872084408301449
15,0.07796859140750168
16,0.04641355415822024
17,0.07888760409889195
18,0.10335517686470519
19,0.11216806334757123
20,0.1110891519892272
21,0.10947457909353608
22,0.1491227260519754
23,0.1455682745191178
24,0.1465447237805868
25,0.09378687681855569
26,0.10113707695775687
27,0.08544987493838363
28,0.056924859280566675
29,0.03574921489654992
30,0.04804684915026902
31,0.045782183332496285
32,0.035499466287280956
33,0.08857144421746987
34,0.07703988623332925
35,0.052374675256959824
36,0.020526219042280802
37,0.010889985088659238
38,0.008221217315516949
39,-0.0165152056721366
40,-0.008857757448950343
41,0.003514598929129864
42,-0.012139099955346677
43,-0.0012876993309262064
44,-0.0060186078546496935
45,-0.018959947839549685
46,0.006006514062944168
47,0.01100108884749873
48,0.005880185073018351
49,0.03824224059543724
50,0.037132339099588574
51,0.042697375075286814
52,0.05047376479063237
53,0.05740835003541056
54,0.05543438761318886
55,0.06549896303055003
56,0.06731294270219901
57,0.06805321719761004
58,0.05004536802991333
59,0.053790624990082136
60,0.054098129361015435
61,0.02676524786126544
62,0.05935096640407389
63,0.07990615485982411
64,0.08705754540946109
65,0.04963658067787646
66,0.037371840860616734
67,0.03972701864565331
68,0.030350591998238752
69,0.04088762678158475
70,0.04185638257279267
71,0.024368828164263112
72,0.014904473591840883
73,0.012408267898864622
74,0.04454741855976141
75,0.058708418098888826
76,0.0416218147310885
77,0.04543804316400113
78,0.049153483500165907
79,0.02694554950274375
80,0.03685059346610697
81,0.034963787306159455
82,0.032287353172207656
83,0.05163796022137124
84,0.07657481916947018
85,0.06429373665409521
86,0.06203431638122803
87,0.07418514728484804
88,-0.003674505873064615
89,0.0033474139379190415
90,0.017124492398071345
91,0.04296949687842089
92,0.03621842129895092
93,0.03910298867859785
94,0.06452830838294088
95,0.056600247933895176
96,0.08552995816356601
97,0.10221559897296273
98,0.08841402637373075
99,0.09137616614736177
100,0.08374750794416252
101,0.054098129361015435
102,0.07544429023378263
103,0.07983194900446078
104,0.026031527800463472
105,0.01896500390174416
106,0.018629218344841547
107,0.02029487293407528
108,0.005515334230359992
109,0.003960763879725437
110,0.007020591946238719
111,0.029991431333742824
112,0.01486173051223294
113,0.026765674460679456
114,0.014902379487899964
115,0.015276300934376374
116,0.024524060432791428
117,0.010832758235164386
118,-0.019041217508933617
119,-0.023515874285729987
120,0.022800209662635407
121,0.028150065097142463
122,0.05302131121119191
123,0.049602167819450926
124,0.0409602151410835
125,0.05042867450668154
126,0.08214962000875836
127,0.05131306015902126
128,0.042810327729273734
129,0.03155917360757665
130,0.015795628391694017
131,0.03375810504063925
132,0.04311543667220552
133,0.05014745176169688
134,0.04522701464026979
135,0.05218446591943504
136,0.07071588134939
137,0.08504656037166969
138,0.08993319057540061
139,0.07936227127617879
140,0.07862017766871254
141,0.07068931255956667
142,0.03540277092800492
143,0.057955704500884275
144,0.06110625643152323
145,0.08470715195182854
146,0.08274886193395314
147,0.11095178836692687
148,0.08774745869268563
149,0.09482459838143953
150,0.09903084320158362
151,0.07777214228096718
152,0.07415540123596132
153,0.07361651576177897
154,0.10272361183957446
155,0.1258491889700819
156,0.1651616424219653
157,0.14592919471789156
158,0.1435831501691036
159,0.16585575514257012
160,0.1667155518967518
161,0.147826058439104
162,0.14437403427030615
163,0.17089480514090827
164,0.15621136325465845
165,0.13608435692698717
166,0.12000132202062153
167,0.13620866246124153
168,0.14124716341529098
169,0.12925163138965035
170,0.14682667825035312
171,0.13987548948325657
172,0.11956861993070933
173,0.1331816544808171
174,0.11997707388123424
175,0.10874766598023178
176,0.09545378948972338
177,0.05469182907414316
178,0.05118839089461602
179,0.01615097643219432
180,-0.02017090546360234
181,-0.06320295007273802
182,-0.014848340138545968
183,0.029298427124235804
184,0.06481894777342045
185,0.07106700559812329
186,0.07319833915932361
187,0.04860801048608021
188,0.054909510203216216
189,0.061057666480785366
190,0.03668612162685014
191,0.023890200753553748
192,0.008116608151014892
193,0.0032681604197781766
194,0.01503524817881785
195,-0.006785717123469426
196,0.011279188376439597
197,0.07014050656705684
198,0.036147424806836526
199,0.023060056770789927
200,-0.0042696930926394705
201,-0.01474474253234448
202,-0.019008728062204105
203,-0.0023058771115926913
204,-0.02567460878412242
205,-0.08038099047619052
206,-0.09856499258431195
207,-0.08681487018050127
208,-0.06705293895927
209,-0.07517484284402898
210,-0.07741379948094318
211,-0.10115505775288769
212,-0.10209790209790215
213,-0.1511423848456105
214,-0.1452691171297925
215,-0.13000357775416216
216,-0.12071425000000002
217,-0.1528415107659724
218,-0.14747826086956517
219,-0.13464934315652644
220,-0.12660035111663037
221,-0.13801623720437683
222,-0.14783530447025695
