,0
0,0.24297353625297546
1,0.2457943707704544
2,0.24662427604198456
3,0.2460486739873886
4,0.24450354278087616
5,0.24230483174324036
6,0.23967619240283966
7,0.23677301406860352
8,0.23370124399662018
9,0.2305314987897873
10,0.22731049358844757
11,0.22406825423240662
12,0.22082370519638062
13,0.21758854389190674
14,0.2143699824810028
15,0.21117207407951355
16,0.20799706876277924
17,0.20484614372253418
18,0.20171992480754852
19,0.19861853122711182
20,0.19554194808006287
21,0.19248999655246735
22,0.18946261703968048
23,0.1864595264196396
24,0.18348057568073273
25,0.18052557110786438
26,0.17759425938129425
27,0.17468664050102234
28,0.1718023419380188
29,0.16894133388996124
30,0.16610337793827057
31,0.16328826546669006
32,0.16049596667289734
33,0.15772616863250732
34,0.15497872233390808
35,0.15225350856781006
36,0.14955024421215057
37,0.14686879515647888
38,0.14420905709266663
39,0.1415707767009735
40,0.13895383477210999
41,0.1363580822944641
42,0.1337832510471344
43,0.13122935593128204
44,0.12869605422019958
45,0.12618328630924225
46,0.12369080632925034
47,0.12121859937906265
48,0.11876634508371353
49,0.11633393913507462
