,0
0,0.09371507912874222
1,0.09561187773942947
2,0.0961935743689537
3,0.0958479717373848
4,0.09486372023820877
5,0.09344954043626785
6,0.09175309538841248
7,0.08987674862146378
8,0.08788996189832687
9,0.08583928644657135
10,0.08375505357980728
11,0.08165685832500458
12,0.07955709099769592
13,0.07746332883834839
14,0.07538018375635147
15,0.07331031560897827
16,0.071255162358284
17,0.06921559572219849
18,0.06719191372394562
19,0.0651843249797821
20,0.06319279968738556
21,0.061217304319143295
22,0.059257812798023224
23,0.05731414258480072
24,0.05538636073470116
25,0.05347425490617752
26,0.05157778784632683
27,0.049696870148181915
28,0.047831445932388306
29,0.045981403440237045
30,0.04414666071534157
31,0.0423271618783474
32,0.04052277281880379
33,0.038733433932065964
34,0.03695903718471527
35,0.03519948199391365
36,0.033454686403274536
37,0.03172456473112106
38,0.030008986592292786
39,0.028307871893048286
40,0.026621129363775253
41,0.02494865469634533
42,0.023290349170565605
43,0.021646123379468918
44,0.020015893504023552
45,0.01839953474700451
46,0.016796959564089775
47,0.015208069235086441
48,0.013632750138640404
49,0.01207092497497797
