,0
0,0.13672982156276703
1,0.1415083408355713
2,0.14613990485668182
3,0.15068559348583221
4,0.15519164502620697
5,0.1596907526254654
6,0.1642056107521057
7,0.16875118017196655
8,0.17333713173866272
9,0.17796964943408966
10,0.1826525181531906
11,0.18738825619220734
12,0.19217847287654877
13,0.19702409207820892
14,0.2019258588552475
15,0.2068844884634018
16,0.21190036833286285
17,0.21697403490543365
18,0.2221059948205948
19,0.22729647159576416
20,0.23254595696926117
21,0.2378549724817276
22,0.24322377145290375
23,0.2486528754234314
24,0.2541426122188568
25,0.25969332456588745
26,0.26530539989471436
27,0.2709793150424957
28,0.2767152488231659
29,0.2825135588645935
30,0.2883746325969696
31,0.29429861903190613
32,0.30028584599494934
33,0.3063366413116455
34,0.3124512732028961
35,0.318629652261734
36,0.3248724341392517
37,0.3311794102191925
38,0.33755090832710266
39,0.343986839056015
40,0.3504875600337982
41,0.35705292224884033
42,0.3636830151081085
43,0.3703778386116028
44,0.3771374523639679
45,0.38396158814430237
46,0.39085036516189575
47,0.39780348539352417
48,0.40482109785079956
49,0.41190269589424133
