,0
0,0.30728229880332947
1,0.31454139947891235
2,0.3214990198612213
3,0.328260213136673
4,0.3349078893661499
5,0.34150323271751404
6,0.34808892011642456
7,0.35469314455986023
8,0.3613346219062805
9,0.3680248260498047
10,0.3747706711292267
11,0.3815765678882599
12,0.38844457268714905
13,0.3953758180141449
14,0.40237101912498474
15,0.4094303250312805
16,0.4165534973144531
17,0.4237402677536011
18,0.43099063634872437
19,0.43830403685569763
20,0.44568005204200745
21,0.45311829447746277
22,0.4606183171272278
23,0.4681795835494995
24,0.47580158710479736
25,0.4834836423397064
26,0.49122515320777893
27,0.4990253746509552
28,0.5068836808204651
29,0.5147988200187683
30,0.5227704644203186
31,0.5307974219322205
32,0.5388789176940918
33,0.5470137596130371
34,0.5552008748054504
35,0.5634393692016602
36,0.5717281699180603
37,0.5800658464431763
38,0.5884508490562439
39,0.5968821048736572
40,0.6053578853607178
41,0.6138768792152405
42,0.6224381327629089
43,0.6310393214225769
44,0.6396787166595459
45,0.6483556628227234
46,0.6570675373077393
47,0.6658127307891846
48,0.6745890974998474
49,0.6833953857421875
